Any / Año;Codi_província / Código_provincia;Província / Provincia;Codi_municipi / Código_municipio;Municipi / Municipio;Registre / Registro;Centre / Centro;Codi_tipus_centre / Código_tipo_centro;Tipus_centre / Tipo_centro;Codi_dependència_funcional / Código_dependéncia_funcional;Dependència_funcional / Dependencia_funcional;Codi_règim / Código_régimen;Règim /Régimen;Adreça / Dirección
2021;46;VALENCIA;250;VALÈNCIA;2551;S.M.E. EMPRESA MUNICIPAL DE TRANSPORTES DE VALENCIA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;8;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;PUB;PÚBLICO;CALLE ABEN AL ABBAR 2
2021;3 ;ALICANTE;900;MUTXAMEL;2552;EURORESIDENCIAS ALICANTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE PTDA. ALMAJADA (F. STA. CATAL)  S/N
2021;46;VALENCIA;184;ONTINYENT;2554;MUTUA UNIVERSAL MUGENAT (MATEPSS Nº 10);C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;AVDA DE RAMON Y CAJAL  11
2021;3 ;ALICANTE;140;VILLENA;2555;CLÍNICA DENTAL DR. REGINO ARENAS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE RONDA ESTACION  2 ENTLO
2021;46;VALENCIA;155;LLAURI;2557;CONSULTORIO AUXILIAR DE LLAURÍ;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SANT VICENT FERRER S/N
2021;46;VALENCIA;110;XIRIVELLA;2559;ÓPTICA COTINO;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA DEL CAMI NOU 48
2021;46;VALENCIA;220;SAGUNTO/SAGUNT;2560;HOSPITAL DE SAGUNTO;C.1.1;HOSPITALES GENERALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE RAMON Y CAJAL  46
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;2561;CENTRO DE SALUD SANTÍSIMA FAZ-AYUNTAMIENTO;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA SANTISIMA FAZ  7
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;2562;VARICENTER;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR GADEA 27 5º B
2021;3 ;ALICANTE;650;ELCHE/ELX;2566;INSTALACIONES SANITARIAS DE  PREVENCIÓN DE RIESGOS LABORALES DE LA ENTIDAD URBASER S.A. ELCHE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;LUGAR VALLONGAS 45 B PARAJE DELS CREMATS, S/N PTDA VALLONGAS P-1, Nº 45 B
2021;46;VALENCIA;250;VALÈNCIA;2568;CENTRO MÉDICO DE ESPECIALISTAS;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE GUILLEM DE CASTRO 58 2
2021;46;VALENCIA;244;TORRENT;2570;SERV. MED. RESID. 3ª EDAD SAN JOAQUÍN Y SANTA ANA S.L.;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE PIO BAROJA 12
2021;46;VALENCIA;250;VALÈNCIA;2572;AMELIA ALMENAR GARCÍA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE COLON  60 8º B
2021;46;VALENCIA;250;VALÈNCIA;2574;CLÍNICA DRA. ANA DÍEZ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;GV FERRAN EL CATOLIC 76 6ª
2021;46;VALENCIA;250;VALÈNCIA;2575;CLÍNICA DENTAL AVIÑÓ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ARCHIDUQUE CARLOS  42 6
2021;46;VALENCIA;165;MASSANASSA;2576;CLÍNICA BOU, SLP;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE CONCEPCION ARENAL  6 -8-10 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;2577;CÁMARA HIPERBÁRICA MEDIBAROX, S.A.;C.2.90;OTROS PROVEEDORES DE ATENCIÓN SANITARIA SIN INTERNAMIENTO;20;PRIVADOS;PRI;PRIVADO;PLAZA DOCTOR GOMEZ ULLA  15
2021;46;VALENCIA;190;PATERNA;2579;CENTRO ASISTENCIAL ASEPEYO PATERNA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;CALLE VICENTE MORTES 100
2021;46;VALENCIA;250;VALÈNCIA;2580;CEN.PRIM.ASIS. Y RHB DE A.T. Y E.P. Y MED.PREV. ASEPEYO;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;CALLE BLANQUERIAS 008
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;2582;S.M.E. FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;AVDA SATURNO  S/N
2021;46;VALENCIA;131;GANDIA;2584;SERV. PREV. RIESGOS LABORALES DE CARTONAJES UNIÓN, S.A.;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CMNO VIEJO DEL GRAU S/N
2021;46;VALENCIA;127;FONT D'EN CARROS (LA);2585;CLÍNICA DENTAL FCO. JAVIER SARRIÓN MARTÍNEZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE POTRIES  1 1º DER
2021;46;VALENCIA;250;VALÈNCIA;2587;CLÍNICA PEDIÁTRICA Y ORTODÓNCICA DRS. PAREDES;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA BLASCO IBAÑEZ 20 15ª
2021;46;VALENCIA;258;VILLAR DEL ARZOBISPO;2589;CLÍNICA DENTAL BEAUS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE SEGORBE  2 4ª
2021;46;VALENCIA;250;VALÈNCIA;2591;MEDX VALENCIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PASEO PECHINA  28
2021;46;VALENCIA;234;SOT DE CHERA;2593;CONSULTORIO AUXILIAR DE SOT DE CHERA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA DON BLAS CERVERA  1
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;3680;CENTRO ASISTENCIAL  ASEPEYO ALICANTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;AVDA JAIME I 2
2021;46;VALENCIA;250;VALÈNCIA;3681;SERV. DE PREVENCIÓN DE RIESGOS LABORALES DE LA UNIVERSIDAD DE VALENCIA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;AVDA TARONGERS S/N  AULARI NORD - EDIF. BIBLIOTECA
2021;46;VALENCIA;249;UTIEL;3682;CLÍNICA VIRGEN DEL REMEDIO (CONSULTAS Y RECONOCIMIENTOS MÉDICOS);C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE MERCED (LA)  7
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;3683;OPTICA CONDE LUMIARES;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA COSTA BLANCA  S/N  C.C. VENECIA, 31B
2021;46;VALENCIA;250;VALÈNCIA;3685;OPTICALIA CLARAMUNT;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA CONSTITUCIÓ 127
2021;46;VALENCIA;810;CANALS;3686;ÓPTICA CANALS;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA VICENTE FERRI  16 B
2021;46;VALENCIA;250;VALÈNCIA;3688;SERVICIO DE PREVENCIÓN DEL H. GENERAL UNIVERSITARIO;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;5;DIPUTACIÓN O CABILDO;PUB;PÚBLICO;AVDA TRES CREUS S/N
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;3689;SERVICIO DE PREVENCIÓN DE RIESGOS LABORALES DE LA DIPUTACIÓN PROVINCIAL DE ALICANTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;5;DIPUTACIÓN O CABILDO;PUB;PÚBLICO;CALLE TUCUMAN  18 BAJO
2021;46;VALENCIA;169;MISLATA;3690;C.O.B. CENTROS DE SALUD DENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE TOMAS SANZ  18 BAJO
2021;3 ;ALICANTE;900;ALCOY/ALCOI;3691;RESIDENCIA DE LA TERCERA EDAD MARIOLA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;CALLE HORTA MAJOR 11
2021;46;VALENCIA;170;MOGENTE/MOIXENT;3697;CENTRO DE SALUD DE MOIXENT;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE RIO CAÑOLES 2
2021;3 ;ALICANTE;133;TORREVIEJA;3701;RESIDENCIA DE LA TERCERA EDAD DE TORREVIEJA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;3;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS DE DEPENDENCIA ESTATAL;PUB;PÚBLICO;CALLE MAESTRO FRANCISCO CASANOVAS 26
2021;46;VALENCIA;250;VALÈNCIA;3707;ÓPTICA DUQUE DE MANDAS;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE DUQUE DE MANDAS  7 BAJO
2021;3 ;ALICANTE;820;JAVEA/XABIA;3708;OPTICA DE LA MAR;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE CRISTO DEL MAR 15 00000
2021;46;VALENCIA;250;VALÈNCIA;3709;ÓPTICA SAN ISIDRO;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE DOCTOR RAFAEL BARTUAL 27
2021;3 ;ALICANTE;820;JAVEA/XABIA;3710;OPTICA DUANES;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE SERTORIO 2
2021;46;VALENCIA;147;LLIRIA;3711;CENTRO UNIÓN DE MUTUAS  LLÍRIA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;21;MUTUAS DE ACCIDENTES DE TRABAJO Y ENFERMEDADES PROFESIONALES;PRI;PRIVADO;CALLE ALCUBLES (D')  10
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;3713;SERV. PREV. RIESGOS LABORALES DE LA UNIVERSIDAD DE ALICANTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;8;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;PUB;PÚBLICO;CALLE CAMPUS DE SAN VICENTE  S/N  APARTADO DE CORREOS 99
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;3715;CENTRO DE SALUD DE ALICANTE CABO DE HUERTAS;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ARPON  S/N
2021;46;VALENCIA;250;VALÈNCIA;3716;EUROPEAN MEDICAL CENTER, S.L;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA PUERTO  294 8
2021;46;VALENCIA;540;BENETUSSER;3717;CLINICA DR MORILLA;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA CAMI NOU  86 4
2021;3 ;ALICANTE;150;ALMORADI;3718;NOVAFERTILITY;C.2.5.2;CENTROS DE REPRODUCCIÓN HUMANA ASISTIDA;20;PRIVADOS;PRI;PRIVADO;CALLE LUIS BUÑUEL 48
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;3720;CENTRO DE SALUD DE ALICANTE BABEL;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE FERNANDO MADROÑAL 7
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;3721;CENTRO DE SALUD DE ALICANTE LOS ÁNGELES;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE LINARES  9
2021;46;VALENCIA;250;VALÈNCIA;3724;CLÍNICA DENTAL ORRIOLS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE SAN VICENTE DE PAUL 15 BAJO
2021;46;VALENCIA;250;VALÈNCIA;3726;CLÍNICA SUECA;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE SUECA  59 BJO. DCHA.
2021;46;VALENCIA;184;ONTINYENT;3727;CLÍNICA ORTODONCIA  Mª JESÚS DEL RÍO SERNA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE DE JOSEP MELCIOR GOMIS  67 1
2021;3 ;ALICANTE;650;ELCHE/ELX;3728;CONSULTORIO AUXILIAR DE LOS ARENALES (ELCHE);C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SAN BARTOLOME TIRAJANA  S/N
2021;3 ;ALICANTE;650;ELCHE/ELX;3729;CENTRO DE SALUD DE ELCHE TOSCAR;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE LEON SANCHEZ SAEZ  36
2021;46;VALENCIA;250;VALÈNCIA;3731;SERVICIO DE PREVENC. DE RIESGOS LABORALES DE IBERDROLA, S.A.;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE MENORCA  19 13
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;3732;SERV. DE PREVENCIÓN DE RIESGOS LABORALES DE IBERDROLA, S.A.;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;AVDA HERMANOS BOU  239
2021;12;CASTELLÓN;770;MONCOFA;3736;ÓPTICA MONCOFA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;AVDA RAMON Y CAJAL  2 BAJO
2021;46;VALENCIA;250;VALÈNCIA;3737;PRIMERA OPTICOS MALILLA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE BERNAT DESCOLL 0056 BAJO
2021;46;VALENCIA;214;RIBA-ROJA DE TURIA;3738;BELLISOL ÓPTICOS, S.L.;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE CRISTO AFLIGIDOS  2
2021;46;VALENCIA;310;ALGINET;3739;BELLOT CENTRE ÓPTIC;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE VALENCIA  29
2021;46;VALENCIA;111;CHIVA;3740;VISIÓN CHIVA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE DOCTOR NACHER 45
2021;46;VALENCIA;169;MISLATA;3741;+ VISIÓN PRINCIPE DE ASTURIAS;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;PLAZA PRINCIPE DE ASTURIAS 7 0
2021;46;VALENCIA;770;BUÑOL;3742;GENERAL VISIÓN BUÑOL;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE CID 13 BAJO
2021;12;CASTELLÓN;840;ONDA;5024;CONSULTA PODOLOGÍA SALVADOR BORRÁS NAVARRO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE AUSIAS MARCH 24 1ºD
2021;46;VALENCIA;213;REQUENA;5025;CLÍNICA DENTAL PASCUAL MARTÍNEZ ASUNSOLO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA ALFONSO X EL SABIO 8 2
2021;46;VALENCIA;250;VALÈNCIA;5026;CLÍNICA DE PODOLOGÍA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;GV RAMON Y CAJAL  49 3ª
2021;46;VALENCIA;250;VALÈNCIA;5030;UNIDAD DE REHABILITACIÓN, S.L.;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE MARQUES DE CAMPO 11
2021;12;CASTELLÓN;135;VILA-REAL;5031;CENTRE DE PODOLOGÍA I BIOMECÁNICA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAJOR SANT DOMENEC  5
2021;12;CASTELLÓN;320;BORRIANA/BURRIANA;5032;CLÍNICA DEL PEU MARÍA PILAR ROSELL;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE FRARES  3
2021;3 ;ALICANTE;310;BENIDORM;5033;MYDENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE GAMBO (EDIFICIO ENSENADA) 10 1ºG
2021;46;VALENCIA;250;VALÈNCIA;5035;CLÍNICA GERMANÍAS;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;GV GERMANIAS 39 4
2021;46;VALENCIA;249;UTIEL;5037;SERVICIOS SANITARIOS RESIDENCIA VIRGEN DEL ROSELL;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE REYES CATOLICOS  49
2021;3 ;ALICANTE;310;BENIDORM;5042;EURO CLÍNICA RINCÓN;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA DOCTOR SEVERO OCHOA  6 CC R D JAI
2021;12;CASTELLÓN;870;PALANQUES;5043;CONSULTORIO AUXILIAR DE PALANQUES;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE COLL S/N
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;5044;CLÍNICA DENTAL DRES. PIEDRALBA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE CRUZ DEL SUR  31 1º C
2021;12;CASTELLÓN;610;FORCALL;5045;SERVICIOS SANITARIOS DE LA RESIDENCIA 3ª EDAD DE FORCALL;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;6;MUNICIPIO;PUB;PÚBLICO;CALLE RESIDENCIA  S/N
2021;46;VALENCIA;220;SAGUNTO/SAGUNT;5046;SANAR;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ISLA PLANESIA  S/N
2021;46;VALENCIA;250;VALÈNCIA;5048;CLÍNICA PODOLÓGICA JOSÉ MIGUEL RODRIGÁLVAREZ ESPÍ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE CONVENTO SANTA CLARA  1 10
2021;46;VALENCIA;250;VALÈNCIA;5049;CONSULTA PARTICULAR Mª DOLORES ESTEVE MICÓ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA PRIMADO REIG  111 1º-B
2021;3 ;ALICANTE;900;ALCOY/ALCOI;5050;CLÍNICA DENTAL HELENA ESTEVE BLANES;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ISABEL LA CATOLICA  24 6º PTA 2
2021;12;CASTELLÓN;650;GAIBIEL;5052;CONSULTORIO AUXILIAR DE GAIBIEL;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA CONSTITUCION 3 BAJO
2021;46;VALENCIA;250;VALÈNCIA;5053;CENTRO DENTAL PELAYO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE PELAYO 5 1
2021;12;CASTELLÓN;138;VINAROS;5054;LABORATORIO ROCA;C.2.5.6;CENTROS DE DIAGNÓSTICO;20;PRIVADOS;PRI;PRIVADO;CALLE PILAR 9
2021;12;CASTELLÓN;115;TORO (EL);5055;CONSULTORIO AUXILIAR DE EL TORO;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA IGLESIA (LA) S/N BAJO
2021;3 ;ALICANTE;900;ALCOY/ALCOI;5056;CLÍNICA HERNÁNDEZ VICEDO;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE ISABEL LA CATOLICA  19 1º IZDA
2021;46;VALENCIA;170;ALZIRA;5058;VERICAT IMPLANTOLOGÍA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA HISPANITAT  7 BAJO
2021;46;VALENCIA;620;BENIGANIM;5059;CLÍNICA PODOLÓGICA JOAN ENRIC BENAVENT BENAVENT;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA PINTOR GOMAR 70
2021;3 ;ALICANTE;650;ELCHE/ELX;5061;CLÍNICA DENTAL JOSÉ ARTURO MIRÓN RUIZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE JORGE JUAN  19 3º IZDA
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;5062;CENTRE DE RECUPERACIÓ FUNCIONAL INMA PUIG;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE JUAN HERRERA 8 BAJO
2021;46;VALENCIA;145;XATIVA;5065;CENTRE DE MASSATGE I RECUPERACIÓ FUNCIONAL SAITI;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA CAVALLER XIMEN DE TOVIA  4 2
2021;46;VALENCIA;184;ONTINYENT;5066;ASISTENCIA MÉDICA ESPECIALIZADA, S.A. (AMESA);C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE DEL PINTOR JOSEP SEGRELLES  53 BAJO
2021;46;VALENCIA;250;VALÈNCIA;5067;CLÍNICA INDOLOR;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;20;PRIVADOS;PRI;PRIVADO;GV GERMANIAS  6 BAJO
2021;46;VALENCIA;235;SUECA;5068;CLÍNICA DEL PIE;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE POU (DEL) 21 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;5069;CLÍNICA DENTAL MARÍA LUCIAÑEZ PÉREZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE TENIENTE CORONEL CHAPULI  1 2º D
2021;3 ;ALICANTE;310;BENIDORM;5070;BENILOIX DENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA AMETLLA DE MAR  6 LA TORRE
2021;46;VALENCIA;131;GANDIA;5071;CLÍNICA PODOLÓGICA JOSÉ Mª PÉ DUARTE;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA REPUBLICA ARGENTINA  45 1º 1ª
2021;46;VALENCIA;205;PUÇOL;5072;CLÍNICA PODOLÓGICA VICENTE LLANES RIBAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;PRAJE CONSTITUCIO (DE LA)  10
2021;12;CASTELLÓN;112;TODOLELLA;5074;CONSULTORIO AUXILIAR DE TODOLELLA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ARCO S/N
2021;12;CASTELLÓN;380;CASTELLFORT;5075;CONSULTORIO AUXILIAR DE CASTELLFORT;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ENSEÑANZA 1
2021;46;VALENCIA;250;VALÈNCIA;5076;CONSULTA DR. RAMÓN CANET;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE COLON 20 1, 3 Y 4
2021;3 ;ALICANTE;660;ELDA;5078;CLÍNICA DENTAL DR. ANDRÉS NAVARRO RICO;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE JOSE MARIA PEMAN  18 2º D
